Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ47,OUT046,1152.5566629637628
DRN36,OUT049,1840.6274851919234
NCY06,OUT035,2226.4200361042285
FDE52,OUT035,1806.9475633896286
NCB54,OUT045,2061.1509916357286
NCF31,OUT035,2477.9086372720094
FDJ08,OUT027,3977.0692395537217
NCC07,OUT017,1996.8005504971204
NCD19,OUT027,2397.097723453331
FDL46,OUT049,2136.3289950628437
FDM20,OUT045,3274.5448969031368
NCI06,OUT010,1046.478415070206
DRM11,OUT035,3531.5661953429963
NCH07,OUT018,2229.5515500140978
FDS23,OUT013,2169.2689946312485
FDO49,OUT018,1125.1425577182206
FDS35,OUT049,1543.087476018494
DRK39,OUT045,1463.8618689409168
DRI39,OUT049,1454.1484316839042
FDV04,OUT017,2501.106448657957
NCN14,OUT035,2759.397919377324
FDH08,OUT013,3308.0567641450707
FDS20,OUT046,2640.19360344941
FDV40,OUT049,1627.8760242823685
FDZ48,OUT010,274.7861191594965
FDS24,OUT027,2985.445490702407
FDK44,OUT049,2659.771300082634
FDS48,OUT045,2321.9833996483358
FDK26,OUT010,1126.744139577142
FDD23,OUT045,2733.108697366489
NCH54,OUT017,2545.1103581694806
NCP14,OUT010,183.88118408280639
FDM60,OUT010,-485.417186101708
FDV24,OUT017,2312.6860912197935
FDH08,OUT018,3025.1578895782786
FDS12,OUT027,3320.503974166626
FDR39,OUT027,3869.931870422951
FDP12,OUT027,2422.753011463536
DRF60,OUT027,4334.604015456685
FDC09,OUT035,2046.9379519455922
FDF50,OUT018,2454.9093700574967
FDG28,OUT035,3401.695057977823
NCE19,OUT017,1428.406278045817
NCM53,OUT010,260.54027853969615
NCN18,OUT049,1991.7393157298611
FDF32,OUT035,2879.559467297998
FDF11,OUT013,3358.6220991082273
DRI59,OUT049,3113.2021683165813
NCG54,OUT035,2606.873413470165
FDM44,OUT046,1865.2584878066539
FDT57,OUT018,3083.0702887074185
FDV24,OUT046,2206.0602454634923
FDI50,OUT019,1477.2943963795
FDS09,OUT035,1479.74251288876
NCC31,OUT027,3608.0113755237026
FDQ07,OUT019,1422.2143902093649
FDC22,OUT017,2844.813260295352
FDZ56,OUT046,2574.3243851080206
FDZ40,OUT019,-245.48286846663905
FDS46,OUT027,3309.5188620825375
DRD24,OUT045,2212.7509272219795
FDV45,OUT017,2855.0646403695036
FDL26,OUT045,2337.8654311412834
FDA56,OUT018,1912.0903542076312
FDN27,OUT046,1914.388125469607
FDM20,OUT049,3414.306577791457
FDO16,OUT017,1757.6355515472442
FDL03,OUT035,2960.0273983770544
FDE58,OUT046,1818.4288418216577
FDI02,OUT027,3175.7075769008534
NCC55,OUT019,-675.2175145846265
FDR03,OUT018,2713.1524989156214
FDB14,OUT017,1812.9175915674518
FDR45,OUT013,3335.0195273532536
NCN07,OUT017,2238.375383596256
FDM51,OUT019,187.15307469382935
FDT52,OUT027,4612.498945480072
FDL26,OUT046,2323.699526972698
NCZ42,OUT046,3197.5356105824794
DRI47,OUT019,667.13892393192
FDW40,OUT013,2333.9514600162993
FDN34,OUT046,2543.259907819398
FDS01,OUT035,2781.285502492048
NCG55,OUT045,1864.3055154739718
FDC11,OUT035,1765.2534671870476
FDX35,OUT018,2961.9909467295683
NCB06,OUT046,2395.9770429702858
FDR09,OUT019,1859.8014614388771
FDC53,OUT017,1934.0581986617192
FDY45,OUT013,3507.7171399508234
FDA22,OUT010,801.2857426939721
FDE02,OUT035,1865.294085343025
FDW21,OUT045,1788.2085591853263
FDV34,OUT046,1595.3936595713694
FDS59,OUT049,2125.204293436149
NCW17,OUT017,2206.313146674712
NCK54,OUT046,1586.2161363820073
FDG17,OUT019,1723.0033419182287
FDG35,OUT017,2713.9395002137726
FDD08,OUT010,-388.1078192522823
NCO07,OUT017,3061.621515965438
FDJ10,OUT010,641.9561702532898
FDW36,OUT017,1963.5973041285008
FDW21,OUT010,530.2920209073383
FDY19,OUT017,2120.2430774763593
DRE03,OUT013,1327.149051935199
NCC55,OUT049,1184.003575397205
FDH52,OUT010,-156.72276324586915
FDO09,OUT017,3576.5413471685933
FDU43,OUT045,3250.19053379231
FDX09,OUT010,1006.3705040067429
FDH40,OUT019,57.22478641009707
FDW58,OUT017,1954.4398198517881
FDC47,OUT017,3230.8271794534603
NCR41,OUT035,1803.2479393755534
DRG49,OUT035,3418.1800875540084
FDC52,OUT027,3628.6465762040434
FDY13,OUT046,1566.6437115885446
FDY35,OUT013,1414.5639728465128
FDI35,OUT017,2744.0491164527093
NCU18,OUT049,2386.858479820932
FDY33,OUT018,2227.6217225143528
FDC15,OUT027,3611.102563037689
FDU01,OUT049,2893.281982571343
NCU42,OUT046,2485.4111438661957
NCV29,OUT018,2426.2390929072026
NCY30,OUT017,2769.9571763054564
FDQ46,OUT049,2030.550406925311
FDG58,OUT027,3599.6012546078646
FDK33,OUT017,3144.1825850320324
NCD07,OUT045,1759.6232206404075
NCX29,OUT027,3505.451029090159
NCT42,OUT013,2392.107615084743
DRN59,OUT035,1249.7630372762212
FDI44,OUT035,1696.3641806198914
FDA45,OUT049,2635.392007949665
FDP31,OUT045,1412.4793857214088
FDY01,OUT046,1913.6455568941644
FDT09,OUT018,2037.061794248426
DRH03,OUT027,2942.4364085793723
FDA36,OUT018,2573.062614414088
NCF31,OUT017,2442.0619735310634
FDG14,OUT049,2498.0229166377067
FDG28,OUT027,4528.52582369686
FDU14,OUT049,3486.3035623209316
FDY47,OUT019,508.5781181690428
FDI56,OUT049,1865.9701485300538
DRD01,OUT013,1435.7377259820505
FDM22,OUT046,1356.2581294890515
FDH33,OUT013,1236.5352759284083
DRZ24,OUT013,1912.5931426087466
NCQ38,OUT046,1862.9811978325217
FDO16,OUT027,2923.8777807529973
FDU07,OUT027,3583.6006402166113
NCB07,OUT013,2850.4649805749477
FDU48,OUT045,2174.7431926901827
NCM43,OUT045,2498.0648197776627
FDR31,OUT010,734.6930362025007
DRK49,OUT018,949.7392204814394
NCI30,OUT010,1709.3918301429912
DRD60,OUT017,2717.1028307609613
NCG19,OUT046,3109.3399900469344
FDH12,OUT035,2023.019232705146
FDM32,OUT035,1816.8136083030795
FDM27,OUT035,2481.4993025308227
NCU53,OUT027,3690.1442745799814
NCQ18,OUT046,1733.5408285430126
FDS10,OUT013,2698.7414397404755
FDB33,OUT027,3723.2034803084643
FDI12,OUT013,1742.2185395296383
NCW42,OUT013,3125.435387625116
NCC06,OUT018,1959.8142125307008
FDW02,OUT017,2180.5208227750345
NCD43,OUT017,1936.1048747526168
FDM57,OUT018,1501.4462805283306
FDA58,OUT017,3214.5024677833217
FDK56,OUT046,2560.6468116385477
FDP52,OUT045,3175.888521223772
FDW20,OUT018,1875.614162736445
FDS52,OUT049,2016.1934699067756
NCT29,OUT018,1826.7861310141798
NCL54,OUT013,2478.6699353720633
FDC05,OUT045,2844.421399046605
FDF34,OUT035,3018.490610136978
FDP03,OUT027,3338.5948743827776
FDD32,OUT010,58.86319180435953
FDZ10,OUT045,2076.0451238291635
FDZ40,OUT035,1518.8735040822626
FDD51,OUT018,941.0673549734477
NCY30,OUT019,1007.274994132343
FDP58,OUT017,3054.51243090171
FDV49,OUT017,3637.447167910347
FDY24,OUT019,-459.46806761028233
NCO55,OUT017,1967.636989298917
FDR13,OUT017,2162.1509131256353
FDS51,OUT017,1508.973140655876
FDP26,OUT045,1711.9950814283825
NCB54,OUT027,3346.536624117931
FDF32,OUT017,2814.0379156827294
FDN31,OUT018,2564.8711815013985
DRM48,OUT017,1172.5516095973219
FDN20,OUT049,2652.665233319322
DRL01,OUT046,3128.9557010412914
FDV56,OUT049,2097.9879736740113
DRH13,OUT027,3112.00382644215
FDA03,OUT017,2388.1050598486972
FDF47,OUT027,4310.7909869267705
FDX32,OUT046,2265.321950269423
FDX57,OUT049,1922.7324061527588
NCA30,OUT045,2636.45530006383
FDO49,OUT013,1386.6799655682378
FDL04,OUT019,191.13051828880884
DRM48,OUT035,1229.3008792359435
FDR16,OUT013,3030.4665442250507
NCC19,OUT018,2520.817682297253
NCE42,OUT045,3164.329240670775
FDY24,OUT017,1382.009013087053
FDH19,OUT049,2766.347556999368
FDJ46,OUT013,2581.4542339623868
FDN45,OUT010,1441.4378924880302
FDY08,OUT035,2373.501457269031
FDZ37,OUT035,1780.3077033489203
NCT30,OUT045,1243.4358397921378
DRY23,OUT018,998.7085593048212
NCZ30,OUT018,1840.8307951306147
FDC44,OUT018,1684.215426599295
FDB45,OUT035,2040.0346526236603
FDY04,OUT013,2613.3727436420777
FDM27,OUT046,2374.3906784884234
FDZ43,OUT017,3382.483839362453
FDT39,OUT019,815.1314344168852
NCC06,OUT019,495.0815061653377
FDL15,OUT027,3661.7592799719014
FDL57,OUT017,3583.326929375872
FDU08,OUT046,1782.414715460798
FDK40,OUT017,3473.470979491666
FDQ12,OUT010,1594.7598991400753
FDS48,OUT017,2408.000545227427
FDP09,OUT045,3014.179099825455
FDW21,OUT049,1921.7659669954814
FDY25,OUT035,2720.3400382889026
DRE13,OUT017,1745.6327746264722
FDV43,OUT019,-425.9185960934931
FDD22,OUT045,1909.2550890629398
FDM46,OUT019,46.039783833665524
NCO30,OUT010,1065.3028126886088
FDM25,OUT046,2593.698052665066
NCN41,OUT049,2198.048022114968
FDU24,OUT045,1625.8563063859797
FDZ50,OUT046,2689.54898762474
FDP45,OUT013,3531.2076473724983
NCM54,OUT045,2044.0217151327013
FDW10,OUT019,849.9209969405216
FDP20,OUT017,2189.1524183965157
FDK32,OUT046,2336.956361917458
FDN52,OUT049,1829.0802762295498
FDM58,OUT045,1931.8231422165368
FDZ46,OUT027,3144.4398669444486
NCA18,OUT018,1794.0904748789499
FDD35,OUT046,1961.0360992083804
NCK31,OUT035,1445.8613530995058
FDI40,OUT027,3079.480153615285
FDT50,OUT019,113.12434210393087
NCT06,OUT046,2419.984509617876
FDT31,OUT035,2926.446809625102
FDT45,OUT049,1433.6417602236304
FDT13,OUT045,2693.0836856047454
FDO50,OUT045,1607.6323571656635
NCU18,OUT010,632.5631835542924
NCR54,OUT049,2857.447262381663
NCO18,OUT018,2469.904678557482
FDU09,OUT045,1387.5900826944055
FDT13,OUT018,2536.6598401183464
FDE09,OUT046,1941.8972744457333
NCK53,OUT019,149.4530520962344
FDG45,OUT049,3082.6724371359446
DRH15,OUT035,1262.5062622813846
FDO21,OUT019,1541.3922925796487
FDD14,OUT027,3917.9557275333273
FDC09,OUT046,1896.4474232511084
FDH45,OUT027,2500.1445126095296
FDV32,OUT046,1434.2826254067345
FDG12,OUT035,2058.8889173820285
FDS32,OUT013,2365.4807906653114
NCL55,OUT018,3076.1322881673377
DRE01,OUT035,3331.762745575553
DRE15,OUT049,1630.2870671214544
NCL42,OUT045,3282.973710991316
FDP31,OUT013,1493.9248536602488
FDN33,OUT018,1547.5474039116102
FDZ59,OUT046,2512.7828908095544
FDE45,OUT010,1002.1094642020099
FDJ07,OUT013,2071.3949455842067
FDQ45,OUT018,2485.8497089437888
FDM33,OUT027,4250.193627573988
FDO15,OUT010,67.2661934885889
FDM46,OUT013,1799.9002113604433
FDR03,OUT045,2872.7764936052654
FDY49,OUT018,2402.623228322382
FDQ60,OUT045,2010.8036326964761
FDW10,OUT049,2723.5853033788326
FDO51,OUT049,1379.7191550379164
FDJ40,OUT018,1749.5724521436991
FDS20,OUT018,2470.032169489279
FDU45,OUT013,2110.864664637078
FDV02,OUT035,2652.797788313932
FDN09,OUT046,3250.847328280275
NCM55,OUT027,3935.010539232726
FDN23,OUT018,2101.3773422200093
FDY31,OUT010,713.2736650900999
FDW03,OUT010,363.30861624203976
FDD14,OUT046,2649.1272890197356
FDV23,OUT017,2116.356265408195
DRI03,OUT045,2491.4844890961576
FDN13,OUT035,1915.7293321694256
FDF45,OUT027,2687.87403411167
FDU46,OUT035,1889.0546747933452
FDB57,OUT049,3293.3648553510084
FDV12,OUT049,1963.2607420881545
FDQ58,OUT013,2300.1135138616396
NCA18,OUT017,2049.76846001096
FDH52,OUT049,1569.848425963148
FDM24,OUT018,2139.0196474275626
NCP43,OUT027,3901.4792973274252
NCO18,OUT019,1007.109557977556
FDM32,OUT017,1767.0850511512454
NCL07,OUT017,1214.7480293692095
FDK03,OUT013,3521.2614584002604
FDP59,OUT017,2007.8595957015248
FDQ24,OUT049,3487.8727338826993
FDQ16,OUT018,1767.6553988207247
FDU44,OUT013,2573.9989648233404
FDH28,OUT010,-466.69695381710903
FDV28,OUT019,-648.0748772630175
FDM22,OUT045,1363.9390516896883
FDR56,OUT046,2820.6335239103328
FDV39,OUT049,2904.789806738908
FDU37,OUT019,-113.47281254973677
FDQ11,OUT010,2108.089629204863
FDX02,OUT045,3062.389521053391
NCS42,OUT018,1535.2689376217359
FDY57,OUT027,2994.3868310149132
FDB21,OUT049,3337.5849885165444
FDE28,OUT017,3196.861845605308
FDQ55,OUT017,2083.1857743220517
FDA48,OUT049,3171.7640157976552
FDZ19,OUT045,2557.5727980324345
NCC43,OUT045,3289.7072319908484
NCV18,OUT046,1566.3649791816217
NCA42,OUT018,2131.841510697789
FDY45,OUT046,3343.9589077302317
NCC30,OUT045,2613.1487247035666
FDM57,OUT013,1785.631785077253
FDL09,OUT010,908.7111505805309
FDB09,OUT027,3362.298130069631
FDT44,OUT035,2107.4013470737314
NCT06,OUT027,3675.3590611950203
FDX26,OUT049,2801.855200195715
FDK32,OUT013,2455.2412118118546
DRA12,OUT046,2098.9583116560443
FDO46,OUT010,1096.924117510257
FDE52,OUT013,1724.0433239702948
NCH42,OUT045,3156.465245735213
FDV08,OUT035,1217.097089392619
FDB47,OUT018,2786.000220424128
FDC28,OUT010,140.646686686497
FDD22,OUT046,1931.2438188825615
FDS07,OUT027,3115.6726583639024
DRI13,OUT045,2954.257179565223
FDG32,OUT018,2871.483825095397
FDU14,OUT017,3442.61060453177
FDD28,OUT019,-427.51878355364056
NCP41,OUT017,2034.201427741043
FDS08,OUT049,2759.3381123534036
FDX47,OUT045,2471.705832261935
FDC53,OUT019,264.05417035249513
FDQ19,OUT035,3429.885443408083
FDL14,OUT045,2447.0274223484985
FDM33,OUT019,1328.9456727168406
FDA51,OUT045,1892.046586116041
FDZ27,OUT018,1050.1920154641114
FDT04,OUT046,1089.1417925462572
DRC13,OUT049,2110.365220152279
FDR16,OUT027,4218.420504500981
FDQ03,OUT027,4450.310595042151
FDE38,OUT035,2669.7916387644436
DRH23,OUT027,2501.1486115607786
FDT11,OUT019,1180.3173439275088
FDD09,OUT035,2760.166107972147
FDR40,OUT045,1650.9301078907079
FDX07,OUT017,2681.8557353206006
FDR07,OUT035,1953.4386228623857
FDA51,OUT017,2009.6606316599689
FDT59,OUT019,1540.247066997114
FDF20,OUT017,2940.4764265841786
FDR13,OUT045,2035.8021370741499
FDY26,OUT049,3158.552709446056
FDW04,OUT017,2164.131100043577
FDK52,OUT017,3167.813761709107
FDN60,OUT049,2541.1361331512226
FDM09,OUT019,958.6862225601703
FDP46,OUT049,1729.4004540533638
FDB50,OUT019,-120.30656633316676
NCQ29,OUT049,3536.589135324585
FDP16,OUT027,4592.159219353622
FDX33,OUT018,2252.6228934871842
FDP07,OUT010,1445.5092441407442
FDN22,OUT046,3280.611931179542
FDF39,OUT049,3662.0171255851374
FDS21,OUT017,1595.5904051732682
NCM42,OUT013,1961.4290303674777
FDK50,OUT019,779.2400281536353
DRF13,OUT027,3471.3632612515257
FDH35,OUT018,2268.452474305609
FDP60,OUT018,1471.9375683875576
DRJ49,OUT027,3251.2747036131323
NCT42,OUT019,672.900287228656
FDE38,OUT049,2669.1924362513655
FDI04,OUT049,3035.338981051804
NCH54,OUT045,2400.19572825785
FDT56,OUT049,1569.145210338889
DRD15,OUT018,2985.6692406798234
FDV58,OUT013,2826.126071026617
FDP21,OUT049,2935.0712952783647
FDH05,OUT013,3302.4004347807004
FDR10,OUT027,3738.863494731627
NCP06,OUT045,2306.223321935765
FDF33,OUT049,1998.2002605122234
DRK37,OUT013,2740.6569035571783
DRH49,OUT045,1583.5432041398758
FDT58,OUT013,2591.1196137251372
FDD41,OUT018,1678.2006407854574
FDP40,OUT018,1800.365737832497
FDM51,OUT027,3097.611967165093
FDO45,OUT010,108.68753444371544
FDW33,OUT010,227.61565297403774
FDY24,OUT045,1298.2940470854758
FDB10,OUT010,1528.1507715526
FDM40,OUT035,2292.3612934227276
NCI06,OUT017,2751.417318751868
FDW12,OUT019,653.7753064055802
FDX48,OUT027,3713.0573705747747
NCW05,OUT027,3073.1367841504425
FDX27,OUT017,1831.8788191712636
DRM37,OUT045,2739.4446192661135
FDA38,OUT045,3311.688349346062
FDR36,OUT046,1187.7845596540164
FDZ45,OUT046,2819.2213417969497
FDG05,OUT017,2446.024849985448
FDK28,OUT013,3541.588198526014
FDV47,OUT045,1626.048674360948
FDN21,OUT045,2390.6697129612758
FDP20,OUT027,3336.219681337677
FDI35,OUT045,2636.5527733650347
DRY23,OUT013,1272.629047438565
FDA56,OUT017,2177.1216031857994
FDB09,OUT013,2183.024089928026
NCO26,OUT027,3205.2408956552945
FDQ49,OUT018,2272.7189673548487
FDI52,OUT027,3255.2531867856706
FDZ44,OUT027,3284.3880185545395
FDZ09,OUT018,2296.9485081465227
FDY03,OUT049,2151.819188409969
NCG42,OUT017,2161.887834047199
DRI13,OUT027,4227.351431756482
FDQ32,OUT013,2222.4045580370566
FDW16,OUT035,1939.9654927642996
FDU27,OUT046,1196.4656095731748
FDR28,OUT010,910.7728257290431
FDQ49,OUT010,834.6289274464531
FDS37,OUT046,1989.1425470015624
FDW26,OUT018,2929.409774705363
FDX12,OUT018,3058.293262011155
NCP06,OUT013,2418.4481343314937
FDW45,OUT010,687.4458732534985
NCN30,OUT049,1898.1923817869492
FDN24,OUT049,1453.9121105621757
NCL41,OUT027,2355.9661077606406
FDR02,OUT019,352.3331579651683
FDD09,OUT010,988.6140280249139
FDS33,OUT010,328.29888800706203
FDU22,OUT045,1952.3757557481636
FDI53,OUT013,2500.720690160574
DRH01,OUT049,2675.876693274641
FDX32,OUT013,2326.7041829206682
NCP30,OUT018,983.1824945927932
FDB60,OUT045,2840.9387672654066
FDB14,OUT049,1866.0615787435527
NCP02,OUT035,1522.446187159489
FDJ10,OUT017,2351.3760918289786
FDG34,OUT046,1934.1617829089932
NCB18,OUT017,1798.948813388914
FDM16,OUT049,1708.5116290879191
FDW25,OUT018,1491.095854469003
FDB35,OUT010,176.247858599378
DRN11,OUT013,2210.1150812915535
FDF41,OUT019,1685.7598046560347
FDH16,OUT045,1690.1422485007736
NCQ50,OUT018,2705.3052867731576
DRH23,OUT018,1079.398604936478
DRJ37,OUT013,2355.0384116227942
DRJ24,OUT027,3887.124567896274
FDY16,OUT035,2744.4586573484557
FDQ27,OUT045,1856.402385228381
FDZ33,OUT045,2244.583448274967
FDF29,OUT045,2190.8549209203507
FDA08,OUT049,2610.583847622336
FDG31,OUT046,1430.2719229778163
FDE34,OUT019,1312.0848562250728
NCR30,OUT027,2755.483500177041
FDV33,OUT035,3615.739937899675
DRZ24,OUT018,1762.6816278760966
NCL54,OUT035,2499.405746931823
FDR12,OUT049,2789.2595842280325
NCC54,OUT046,3256.2241177280594
DRN59,OUT013,1263.2293240974927
FDX50,OUT019,316.13130911765086
FDV31,OUT027,3810.073697092913
NCA29,OUT027,3794.6214179973485
FDW60,OUT049,2776.6953145359116
FDX08,OUT017,2815.1339164187084
DRD49,OUT013,3174.180691365038
FDD33,OUT046,3038.0601199498715
FDW35,OUT013,1338.2817402034484
FDJ36,OUT017,1947.7193253399478
FDV51,OUT035,2666.3913070165504
FDW36,OUT046,1882.0840091033708
FDH35,OUT046,2443.8704472660584
NCS30,OUT027,3289.266610127527
FDN49,OUT017,1282.1086223402779
FDL08,OUT018,3070.414108165116
FDI09,OUT013,3269.2667064998277
FDP19,OUT018,1787.133841767959
FDU21,OUT010,-437.2403216779012
NCP41,OUT045,1906.7941991535477
FDY10,OUT013,2052.7171198090596
FDP12,OUT018,998.3159584764018
NCN26,OUT049,2003.5321122743535
FDK44,OUT013,2607.6290900716203
FDC28,OUT049,1956.7031130638834
FDJ41,OUT027,4800.177614374926
NCT29,OUT035,2177.3226142489684
NCH42,OUT019,1528.6288275770896
FDU60,OUT018,2336.0393222511616
FDS02,OUT045,2659.380489474964
FDC51,OUT046,2061.294337111527
FDU03,OUT013,2738.916281077738
FDX39,OUT045,3007.150525131314
NCY05,OUT010,-481.05453461099773
NCL06,OUT027,4689.749597236493
FDD32,OUT035,1770.6003676518008
NCN41,OUT045,2044.8676292731907
NCX53,OUT049,2341.0089661267148
FDU57,OUT019,735.6083185327565
FDQ23,OUT046,1869.931327724051
FDQ52,OUT045,3325.647752128317
FDC14,OUT045,1222.5723731848268
FDY09,OUT035,2764.5238788954084
FDQ28,OUT045,2416.062460135052
FDV25,OUT046,3022.728763085802
FDJ07,OUT035,2101.552240477478
DRB25,OUT049,1986.2910010762835
FDK52,OUT019,1357.7183637487005
FDY52,OUT027,2654.768923200154
FDB28,OUT046,2801.9644165456266
FDT36,OUT035,1175.4233651665581
FDV25,OUT017,3140.2336861829353
NCN07,OUT027,3396.185084434376
FDC57,OUT017,2950.1929347760843
FDQ03,OUT018,3032.724868370352
FDU23,OUT017,2584.3738532321286
NCX41,OUT035,3079.5103889201573
NCD06,OUT035,1360.556720731075
FDW08,OUT045,1739.1816791515944
NCU29,OUT017,2389.6109175897263
NCE06,OUT013,2509.590493032115
FDV52,OUT010,347.69482123121475
FDB02,OUT017,2727.208611174461
NCR18,OUT045,1178.6617121577945
FDK16,OUT049,1844.191800580179
NCQ29,OUT010,1745.5087131079342
FDZ01,OUT019,338.43081193425985
FDW27,OUT035,2489.497422089251
FDD17,OUT018,3074.039515654462
FDW39,OUT013,2583.1995836386513
DRH59,OUT045,1420.3972838329978
FDS52,OUT013,1976.1647836871555
FDU40,OUT027,4100.345128023163
NCF54,OUT013,2673.3781454383316
FDH46,OUT045,1878.1222236381104
NCP14,OUT049,1937.2480426390584
FDH50,OUT049,2807.339154734056
DRF15,OUT010,698.7222230004423
FDV27,OUT027,3017.7069058343836
NCJ06,OUT049,2181.8129585469896
FDN02,OUT018,2737.3045865570834
FDQ51,OUT049,1353.6592251999093
FDQ07,OUT017,3212.7411109971763
FDS45,OUT049,2083.3980117571405
NCJ06,OUT045,2040.0212452134797
FDD36,OUT035,2160.8090776239133
FDY25,OUT045,2583.9429220215743
FDU52,OUT046,2332.1533305643525
DRK47,OUT017,3168.5468182389163
