Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCM42,OUT035,1856.0
FDY59,OUT010,-352.0
DRI49,OUT049,1392.0
FDT28,OUT019,488.0
FDQ22,OUT018,440.0
FDR60,OUT049,1332.0
FDC50,OUT019,-408.0
FDV24,OUT013,2488.0
DRF48,OUT010,1040.0
FDQ47,OUT046,636.0
DRN36,OUT049,1664.0
NCY06,OUT035,2152.0
FDE52,OUT035,1632.0
NCB54,OUT045,1912.0
NCF31,OUT035,2528.0
FDJ08,OUT027,4448.0
NCC07,OUT017,1772.0
NCD19,OUT027,2360.0
FDL46,OUT049,2012.0
FDM20,OUT045,3808.0
NCI06,OUT010,940.0
DRM11,OUT035,4204.0
NCH07,OUT018,2240.0
FDS23,OUT013,2112.0
FDO49,OUT018,620.0
FDS35,OUT049,1164.0
DRK39,OUT045,1260.0
DRI39,OUT049,1040.0
FDV04,OUT017,2628.0
NCN14,OUT035,2992.0
FDH08,OUT013,3704.0
FDS20,OUT046,2916.0
FDV40,OUT049,1352.0
FDZ48,OUT010,-112.0
FDS24,OUT027,2904.0
FDK44,OUT049,2860.0
FDS48,OUT045,2320.0
FDK26,OUT010,1116.0
FDD23,OUT045,2936.0
NCH54,OUT017,2628.0
NCP14,OUT010,-220.0
FDM60,OUT010,-1164.0
FDV24,OUT017,2516.0
FDH08,OUT018,3368.0
FDS12,OUT027,3472.0
FDR39,OUT027,4320.0
FDP12,OUT027,2112.0
DRF60,OUT027,5192.0
FDC09,OUT035,1816.0
FDF50,OUT018,2924.0
FDG28,OUT035,4024.0
NCE19,OUT017,972.0
NCM53,OUT010,-172.0
NCN18,OUT049,1844.0
FDF32,OUT035,3304.0
FDF11,OUT013,3880.0
DRI59,OUT049,3660.0
NCG54,OUT035,2792.0
FDM44,OUT046,1636.0
FDT57,OUT018,3492.0
FDV24,OUT046,2428.0
FDI50,OUT019,1736.0
FDS09,OUT035,1008.0
NCC31,OUT027,3888.0
FDQ07,OUT019,1568.0
FDC22,OUT017,3156.0
FDZ56,OUT046,2696.0
FDZ40,OUT019,-1032.0
FDS46,OUT027,3384.0
DRD24,OUT045,2140.0
FDV45,OUT017,3092.0
FDL26,OUT045,2400.0
FDA56,OUT018,1732.0
FDN27,OUT046,1924.0
FDM20,OUT049,3972.0
FDO16,OUT017,1444.0
FDL03,OUT035,3272.0
FDE58,OUT046,1920.0
FDI02,OUT027,3288.0
NCC55,OUT019,-1256.0
FDR03,OUT018,3072.0
FDB14,OUT017,1628.0
FDR45,OUT013,3872.0
NCN07,OUT017,2148.0
FDM51,OUT019,-216.0
FDT52,OUT027,5352.0
FDL26,OUT046,2468.0
NCZ42,OUT046,3764.0
DRI47,OUT019,388.0
FDW40,OUT013,2336.0
FDN34,OUT046,2736.0
FDS01,OUT035,2964.0
NCG55,OUT045,1768.0
FDC11,OUT035,1536.0
FDX35,OUT018,3360.0
NCB06,OUT046,2524.0
FDR09,OUT019,2168.0
FDC53,OUT017,1660.0
FDY45,OUT013,4096.0
FDA22,OUT010,796.0
FDE02,OUT035,1656.0
FDW21,OUT045,1592.0
FDV34,OUT046,1244.0
FDS59,OUT049,1876.0
NCW17,OUT017,2116.0
NCK54,OUT046,1940.0
FDG17,OUT019,1968.0
FDG35,OUT017,2892.0
FDD08,OUT010,-1252.0
NCO07,OUT017,3412.0
FDJ10,OUT010,384.0
FDW36,OUT017,1764.0
FDW21,OUT010,-268.0
FDY19,OUT017,1988.0
DRE03,OUT013,840.0
NCC55,OUT049,732.0
FDH52,OUT010,-804.0
FDO09,OUT017,4300.0
FDU43,OUT045,3736.0
FDX09,OUT010,876.0
FDH40,OUT019,-552.0
FDW58,OUT017,1796.0
FDC47,OUT017,3672.0
NCR41,OUT035,1648.0
DRG49,OUT035,3968.0
FDC52,OUT027,3920.0
FDY13,OUT046,1220.0
FDY35,OUT013,832.0
FDI35,OUT017,2988.0
NCU18,OUT049,2316.0
FDY33,OUT018,2312.0
FDC15,OUT027,3944.0
FDU01,OUT049,3100.0
NCU42,OUT046,2684.0
NCV29,OUT018,2560.0
NCY30,OUT017,2972.0
FDQ46,OUT049,1892.0
FDG58,OUT027,3936.0
FDK33,OUT017,3468.0
NCD07,OUT045,1776.0
NCX29,OUT027,3712.0
NCT42,OUT013,2392.0
DRN59,OUT035,900.0
FDI44,OUT035,1412.0
FDA45,OUT049,2932.0
FDP31,OUT045,1016.0
FDY01,OUT046,1876.0
FDT09,OUT018,1920.0
DRH03,OUT027,2984.0
FDA36,OUT018,2720.0
NCF31,OUT017,2508.0
FDG14,OUT049,2540.0
FDG28,OUT027,5376.0
FDU14,OUT049,4056.0
FDY47,OUT019,208.0
FDI56,OUT049,1540.0
DRD01,OUT013,1008.0
FDM22,OUT046,956.0
FDH33,OUT013,768.0
DRZ24,OUT013,1960.0
NCQ38,OUT046,1676.0
FDO16,OUT027,2816.0
FDU07,OUT027,3824.0
NCB07,OUT013,3112.0
FDU48,OUT045,2016.0
NCM43,OUT045,2504.0
FDR31,OUT010,436.0
DRK49,OUT018,452.0
NCI30,OUT010,1940.0
DRD60,OUT017,2960.0
NCG19,OUT046,3692.0
FDH12,OUT035,1804.0
FDM32,OUT035,1632.0
FDM27,OUT035,2636.0
NCU53,OUT027,4064.0
NCQ18,OUT046,1564.0
FDS10,OUT013,2912.0
FDB33,OUT027,3960.0
FDI12,OUT013,1480.0
NCW42,OUT013,3536.0
NCC06,OUT018,1792.0
FDW02,OUT017,2148.0
NCD43,OUT017,1748.0
FDM57,OUT018,1132.0
FDA58,OUT017,3844.0
FDK56,OUT046,2948.0
FDP52,OUT045,3600.0
FDW20,OUT018,1760.0
FDS52,OUT049,1708.0
NCT29,OUT018,1648.0
NCL54,OUT013,2864.0
FDC05,OUT045,3076.0
FDF34,OUT035,3280.0
FDP03,OUT027,3472.0
FDD32,OUT010,-496.0
FDZ10,OUT045,1960.0
FDZ40,OUT035,1016.0
FDD51,OUT018,504.0
NCY30,OUT019,912.0
FDP58,OUT017,3540.0
FDV49,OUT017,4264.0
FDY24,OUT019,-1016.0
NCO55,OUT017,1780.0
FDR13,OUT017,1996.0
FDS51,OUT017,1124.0
FDP26,OUT045,1600.0
NCB54,OUT027,3488.0
FDF32,OUT017,3236.0
FDN31,OUT018,2752.0
DRM48,OUT017,692.0
FDN20,OUT049,2796.0
DRL01,OUT046,3712.0
FDV56,OUT049,1860.0
DRH13,OUT027,3176.0
FDA03,OUT017,2460.0
FDF47,OUT027,4992.0
FDX32,OUT046,2372.0
FDX57,OUT049,1696.0
NCA30,OUT045,2904.0
FDO49,OUT013,920.0
FDL04,OUT019,-240.0
DRM48,OUT035,740.0
FDR16,OUT013,3448.0
NCC19,OUT018,2784.0
NCE42,OUT045,3624.0
FDY24,OUT017,1036.0
FDH19,OUT049,2884.0
FDJ46,OUT013,2832.0
FDN45,OUT010,1648.0
FDY08,OUT035,2368.0
FDZ37,OUT035,1584.0
NCT30,OUT045,664.0
DRY23,OUT018,476.0
NCZ30,OUT018,1680.0
FDC44,OUT018,1568.0
FDB45,OUT035,1816.0
FDY04,OUT013,2688.0
FDM27,OUT046,2556.0
FDZ43,OUT017,3940.0
FDT39,OUT019,512.0
NCC06,OUT019,80.0
FDL15,OUT027,3896.0
FDL57,OUT017,4188.0
FDU08,OUT046,1604.0
FDK40,OUT017,4292.0
FDQ12,OUT010,1728.0
FDS48,OUT017,2516.0
FDP09,OUT045,3264.0
FDW21,OUT049,1744.0
FDY25,OUT035,3024.0
DRE13,OUT017,1464.0
FDV43,OUT019,-1208.0
FDD22,OUT045,1696.0
FDM46,OUT019,-464.0
NCO30,OUT010,1036.0
FDM25,OUT046,2796.0
NCN41,OUT049,2028.0
FDU24,OUT045,1456.0
FDZ50,OUT046,2948.0
FDP45,OUT013,4064.0
NCM54,OUT045,1904.0
FDW10,OUT019,880.0
FDP20,OUT017,2148.0
FDK32,OUT046,2452.0
FDN52,OUT049,1532.0
FDM58,OUT045,1736.0
FDZ46,OUT027,3232.0
NCA18,OUT018,1608.0
FDD35,OUT046,1980.0
NCK31,OUT035,920.0
FDI40,OUT027,3096.0
FDT50,OUT019,-320.0
NCT06,OUT046,2612.0
FDT31,OUT035,3112.0
FDT45,OUT049,988.0
FDT13,OUT045,2892.0
FDO50,OUT045,1400.0
NCU18,OUT010,324.0
NCR54,OUT049,3164.0
NCO18,OUT018,2560.0
FDU09,OUT045,872.0
FDT13,OUT018,2744.0
FDE09,OUT046,1812.0
NCK53,OUT019,-312.0
FDG45,OUT049,3468.0
DRH15,OUT035,868.0
FDO21,OUT019,1664.0
FDD14,OUT027,4352.0
FDC09,OUT046,1700.0
FDH45,OUT027,2208.0
FDV32,OUT046,1068.0
FDG12,OUT035,2104.0
FDS32,OUT013,2336.0
NCL55,OUT018,3712.0
DRE01,OUT035,3940.0
DRE15,OUT049,1352.0
NCL42,OUT045,3792.0
FDP31,OUT013,1136.0
FDN33,OUT018,1292.0
FDZ59,OUT046,2644.0
FDE45,OUT010,948.0
FDJ07,OUT013,1968.0
FDQ45,OUT018,2736.0
FDM33,OUT027,4920.0
FDO15,OUT010,-620.0
FDM46,OUT013,1528.0
FDR03,OUT045,3224.0
FDY49,OUT018,2440.0
FDQ60,OUT045,1836.0
FDW10,OUT049,2900.0
FDO51,OUT049,884.0
FDJ40,OUT018,1544.0
FDS20,OUT018,2652.0
FDU45,OUT013,1896.0
FDV02,OUT035,2824.0
FDN09,OUT046,3844.0
NCM55,OUT027,4384.0
FDN23,OUT018,2096.0
FDY31,OUT010,416.0
FDW03,OUT010,-148.0
FDD14,OUT046,2896.0
FDV23,OUT017,2108.0
DRI03,OUT045,2700.0
FDN13,OUT035,1712.0
FDF45,OUT027,2488.0
FDU46,OUT035,1580.0
FDB57,OUT049,3652.0
FDV12,OUT049,1740.0
FDQ58,OUT013,2496.0
NCA18,OUT017,1924.0
FDH52,OUT049,1140.0
FDM24,OUT018,2184.0
NCP43,OUT027,4304.0
NCO18,OUT019,856.0
FDM32,OUT017,1596.0
NCL07,OUT017,724.0
FDK03,OUT013,4080.0
FDP59,OUT017,1772.0
FDQ24,OUT049,4052.0
FDQ16,OUT018,1520.0
FDU44,OUT013,2640.0
FDH28,OUT010,-1208.0
FDV28,OUT019,-1280.0
FDM22,OUT045,840.0
FDR56,OUT046,3140.0
FDV39,OUT049,3236.0
FDU37,OUT019,-576.0
FDQ11,OUT010,2140.0
FDX02,OUT045,3448.0
NCS42,OUT018,1224.0
FDY57,OUT027,3016.0
FDB21,OUT049,3908.0
FDE28,OUT017,3756.0
FDQ55,OUT017,1956.0
FDA48,OUT049,3612.0
FDZ19,OUT045,2672.0
NCC43,OUT045,3864.0
NCV18,OUT046,1300.0
NCA42,OUT018,2280.0
FDY45,OUT046,4076.0
NCC30,OUT045,2728.0
FDM57,OUT013,1472.0
FDL09,OUT010,772.0
FDB09,OUT027,3440.0
FDT44,OUT035,2032.0
NCT06,OUT027,4048.0
FDX26,OUT049,3004.0
FDK32,OUT013,2536.0
DRA12,OUT046,2296.0
FDO46,OUT010,1148.0
FDE52,OUT013,1512.0
NCH42,OUT045,3512.0
FDV08,OUT035,872.0
FDB47,OUT018,3084.0
FDC28,OUT010,-84.0
FDD22,OUT046,1820.0
FDS07,OUT027,3312.0
DRI13,OUT045,3340.0
FDG32,OUT018,3264.0
FDU14,OUT017,4060.0
FDD28,OUT019,-912.0
NCP41,OUT017,1828.0
FDS08,OUT049,2864.0
FDX47,OUT045,2448.0
FDC53,OUT019,-304.0
FDQ19,OUT035,3976.0
FDL14,OUT045,2408.0
FDM33,OUT019,1584.0
FDA51,OUT045,1752.0
FDZ27,OUT018,588.0
FDT04,OUT046,716.0
DRC13,OUT049,2128.0
FDR16,OUT027,4880.0
FDQ03,OUT027,5224.0
FDE38,OUT035,2792.0
DRH23,OUT027,2368.0
FDT11,OUT019,1080.0
FDD09,OUT035,2992.0
FDR40,OUT045,1288.0
FDX07,OUT017,3076.0
FDR07,OUT035,1688.0
FDA51,OUT017,1948.0
FDT59,OUT019,1736.0
FDF20,OUT017,3180.0
FDR13,OUT045,1784.0
FDY26,OUT049,3460.0
FDW04,OUT017,2220.0
FDK52,OUT017,3692.0
FDN60,OUT049,2588.0
FDM09,OUT019,808.0
FDP46,OUT049,1532.0
FDB50,OUT019,-656.0
NCQ29,OUT049,4148.0
FDP16,OUT027,5328.0
FDX33,OUT018,2348.0
FDP07,OUT010,1160.0
FDN22,OUT046,4012.0
FDF39,OUT049,4268.0
FDS21,OUT017,1132.0
NCM42,OUT013,1752.0
FDK50,OUT019,696.0
DRF13,OUT027,3792.0
FDH35,OUT018,2376.0
FDP60,OUT018,1400.0
DRJ49,OUT027,3544.0
NCT42,OUT019,416.0
FDE38,OUT049,2756.0
FDI04,OUT049,3268.0
NCH54,OUT045,2384.0
FDT56,OUT049,1084.0
DRD15,OUT018,3408.0
FDV58,OUT013,3128.0
FDP21,OUT049,3092.0
FDH05,OUT013,3760.0
FDR10,OUT027,4032.0
NCP06,OUT045,2272.0
FDF33,OUT049,1820.0
DRK37,OUT013,3040.0
DRH49,OUT045,1276.0
FDT58,OUT013,2712.0
FDD41,OUT018,1464.0
FDP40,OUT018,1560.0
FDM51,OUT027,3136.0
FDO45,OUT010,-452.0
FDW33,OUT010,-188.0
FDY24,OUT045,832.0
FDB10,OUT010,1876.0
FDM40,OUT035,2376.0
NCI06,OUT017,2932.0
FDW12,OUT019,408.0
FDX48,OUT027,3952.0
NCW05,OUT027,3136.0
FDX27,OUT017,1668.0
DRM37,OUT045,3036.0
FDA38,OUT045,3720.0
FDR36,OUT046,704.0
FDZ45,OUT046,3156.0
FDG05,OUT017,2660.0
FDK28,OUT013,4128.0
FDV47,OUT045,1312.0
FDN21,OUT045,2472.0
FDP20,OUT027,3496.0
FDI35,OUT045,2800.0
DRY23,OUT013,800.0
FDA56,OUT017,2064.0
FDB09,OUT013,2024.0
NCO26,OUT027,3304.0
FDQ49,OUT018,2288.0
FDI52,OUT027,3416.0
FDZ44,OUT027,3328.0
FDZ09,OUT018,2364.0
FDY03,OUT049,1936.0
NCG42,OUT017,2156.0
DRI13,OUT027,4896.0
FDQ32,OUT013,2104.0
FDW16,OUT035,1632.0
FDU27,OUT046,820.0
FDR28,OUT010,740.0
FDQ49,OUT010,672.0
FDS37,OUT046,1868.0
FDW26,OUT018,3264.0
FDX12,OUT018,3624.0
NCP06,OUT013,2432.0
FDW45,OUT010,432.0
NCN30,OUT049,1604.0
FDN24,OUT049,964.0
NCL41,OUT027,1992.0
FDR02,OUT019,-160.0
FDD09,OUT010,1004.0
FDS33,OUT010,-508.0
FDU22,OUT045,1832.0
FDI53,OUT013,2672.0
DRH01,OUT049,2864.0
FDX32,OUT013,2368.0
NCP30,OUT018,416.0
FDB60,OUT045,3008.0
FDB14,OUT049,1644.0
NCP02,OUT035,1048.0
FDJ10,OUT017,2348.0
FDG34,OUT046,1820.0
NCB18,OUT017,1492.0
FDM16,OUT049,1344.0
FDW25,OUT018,1120.0
FDB35,OUT010,-392.0
DRN11,OUT013,2320.0
FDF41,OUT019,1968.0
FDH16,OUT045,1336.0
NCQ50,OUT018,3120.0
DRH23,OUT018,676.0
DRJ37,OUT013,2472.0
DRJ24,OUT027,4352.0
FDY16,OUT035,3088.0
FDQ27,OUT045,1640.0
FDZ33,OUT045,2280.0
FDF29,OUT045,2048.0
FDA08,OUT049,2732.0
FDG31,OUT046,1084.0
FDE34,OUT019,928.0
NCR30,OUT027,2632.0
FDV33,OUT035,4240.0
DRZ24,OUT018,1672.0
NCL54,OUT035,2888.0
FDR12,OUT049,2868.0
NCC54,OUT046,3788.0
DRN59,OUT013,824.0
FDX50,OUT019,-160.0
FDV31,OUT027,4280.0
NCA29,OUT027,4176.0
FDW60,OUT049,2940.0
FDX08,OUT017,2988.0
DRD49,OUT013,3768.0
FDD33,OUT046,3676.0
FDW35,OUT013,776.0
FDJ36,OUT017,1772.0
FDV51,OUT035,2776.0
FDW36,OUT046,1716.0
FDH35,OUT046,2644.0
NCS30,OUT027,3520.0
FDN49,OUT017,772.0
FDL08,OUT018,3656.0
FDI09,OUT013,3888.0
FDP19,OUT018,1832.0
FDU21,OUT010,-1300.0
NCP41,OUT045,1616.0
FDY10,OUT013,1864.0
FDP12,OUT018,416.0
NCN26,OUT049,1956.0
FDK44,OUT013,2824.0
FDC28,OUT049,1868.0
FDJ41,OUT027,5600.0
NCT29,OUT035,2072.0
NCH42,OUT019,1656.0
FDU60,OUT018,2456.0
FDS02,OUT045,3008.0
FDC51,OUT046,2024.0
FDU03,OUT013,2992.0
FDX39,OUT045,3296.0
NCY05,OUT010,-1292.0
NCL06,OUT027,5520.0
FDD32,OUT035,1472.0
NCN41,OUT045,1848.0
NCX53,OUT049,2340.0
FDU57,OUT019,480.0
FDQ23,OUT046,1680.0
FDQ52,OUT045,3832.0
FDC14,OUT045,632.0
FDY09,OUT035,2940.0
FDQ28,OUT045,2432.0
FDV25,OUT046,3508.0
FDJ07,OUT035,2000.0
DRB25,OUT049,1780.0
FDK52,OUT019,1656.0
FDY52,OUT027,2504.0
FDB28,OUT046,3132.0
FDT36,OUT035,752.0
FDV25,OUT017,3612.0
NCN07,OUT027,3512.0
FDC57,OUT017,3188.0
FDQ03,OUT018,3536.0
FDU23,OUT017,2764.0
NCX41,OUT035,3480.0
NCD06,OUT035,872.0
FDW08,OUT045,1632.0
NCU29,OUT017,2380.0
NCE06,OUT013,2576.0
FDV52,OUT010,28.0
FDB02,OUT017,2940.0
NCR18,OUT045,616.0
FDK16,OUT049,1612.0
NCQ29,OUT010,2156.0
FDZ01,OUT019,-224.0
FDW27,OUT035,2648.0
FDD17,OUT018,3516.0
FDW39,OUT013,2928.0
DRH59,OUT045,1092.0
FDS52,OUT013,1696.0
FDU40,OUT027,4544.0
NCF54,OUT013,2784.0
FDH46,OUT045,1600.0
NCP14,OUT049,1724.0
FDH50,OUT049,3060.0
DRF15,OUT010,556.0
FDV27,OUT027,2896.0
NCJ06,OUT049,1996.0
FDN02,OUT018,3008.0
FDQ51,OUT049,924.0
FDQ07,OUT017,3644.0
FDS45,OUT049,1812.0
NCJ06,OUT045,1824.0
FDD36,OUT035,2008.0
FDY25,OUT045,2828.0
FDU52,OUT046,2476.0
DRK47,OUT017,3664.0
NCL30,OUT017,2132.0
FDN22,OUT035,4144.0
NCF30,OUT027,3432.0
FDK03,OUT035,4200.0
FDT45,OUT017,1020.0
NCC54,OUT027,5200.0
FDP08,OUT018,2880.0
FDU44,OUT046,2632.0
DRG39,OUT035,1000.0
FDU32,OUT049,2068.0
FDY27,OUT049,2932.0
NCP54,OUT013,2008.0
NCZ41,OUT049,2108.0
DRL49,OUT013,2328.0
FDI05,OUT018,1020.0
FDY56,OUT045,3520.0
DRC13,OUT013,2096.0
NCV29,OUT017,2924.0
FDR24,OUT049,1564.0
FDZ34,OUT018,2800.0
FDP37,OUT035,2136.0
FDX08,OUT027,4320.0
FDS57,OUT045,2168.0
NCG18,OUT049,1724.0
FDK25,OUT018,2456.0
FDH53,OUT049,1472.0
DRI59,OUT018,3288.0
FDA52,OUT046,2844.0
FDT20,OUT010,-1236.0
FDE36,OUT019,704.0
FDI24,OUT017,2860.0
FDB28,OUT018,2904.0
FDV11,OUT017,2940.0
FDP01,OUT046,2492.0
FDD34,OUT027,4032.0
FDJ50,OUT027,2320.0
FDZ44,OUT013,1952.0
DRO59,OUT035,1348.0
DRB48,OUT045,612.0
FDR21,OUT018,2536.0
NCE42,OUT010,1828.0
FDO23,OUT046,1512.0
NCE30,OUT018,3096.0
FDQ22,OUT035,776.0
FDY01,OUT045,1784.0
FDS08,OUT017,2908.0
FDG28,OUT018,3700.0
FDQ51,OUT018,624.0
FDB05,OUT017,4020.0
FDO56,OUT049,1988.0
FDE02,OUT018,1236.0
FDN45,OUT017,3616.0
FDS09,OUT013,904.0
NCA54,OUT018,2616.0
FDP09,OUT010,1476.0
FDC53,OUT045,1504.0
NCM55,OUT017,3028.0
FDL09,OUT018,2464.0
FDA11,OUT019,-416.0
FDA50,OUT045,1428.0
FDC23,OUT017,2948.0
FDE22,OUT049,2620.0
FDD23,OUT046,3004.0
NCA29,OUT049,2812.0
FDK38,OUT046,2356.0
DRC13,OUT046,1992.0
NCP43,OUT049,2916.0
FDX28,OUT049,1716.0
FDF08,OUT049,1580.0
FDZ33,OUT046,2388.0
FDD10,OUT049,2972.0
FDO58,OUT017,2684.0
FDI50,OUT017,3772.0
FDO58,OUT045,2552.0
FDX08,OUT013,2928.0
NCK17,OUT010,-1204.0
FDF39,OUT035,4308.0
FDU45,OUT010,-60.0
NCJ18,OUT018,1592.0
DRC27,OUT019,1944.0
DRC25,OUT035,1496.0
FDU59,OUT035,2680.0
FDU28,OUT035,3168.0
NCP30,OUT046,684.0
FDB39,OUT018,672.0
FDE41,OUT013,1504.0
DRH11,OUT010,-984.0
FDA58,OUT045,3648.0
FDU50,OUT046,1900.0
FDM34,OUT013,2128.0
FDM44,OUT027,3096.0
FDR39,OUT045,2832.0
FDM25,OUT045,2732.0
FDQ49,OUT049,2624.0
DRH25,OUT018,632.0
FDM09,OUT027,4192.0
FDL44,OUT019,656.0
NCR42,OUT018,296.0
DRL59,OUT046,872.0
FDX43,OUT013,2744.0
DRK47,OUT010,1676.0
FDU48,OUT018,1856.0
FDY12,OUT045,776.0
NCN43,OUT018,1704.0
NCM55,OUT018,2648.0
FDQ21,OUT027,3440.0
FDX13,OUT035,4088.0
NCK30,OUT027,5424.0
FDG20,OUT049,2900.0
DRG27,OUT017,760.0
FDY14,OUT018,3916.0
FDP59,OUT035,1808.0
FDU60,OUT017,2820.0
NCC18,OUT019,760.0
DRJ39,OUT017,3536.0
FDS07,OUT049,1924.0
FDM08,OUT027,5008.0
FDP51,OUT045,1864.0
FDU16,OUT035,1512.0
FDH12,OUT013,1760.0
DRE48,OUT010,1224.0
NCL42,OUT027,5296.0
FDR21,OUT045,2728.0
NCW29,OUT035,2200.0
FDO11,OUT013,4040.0
NCM31,OUT049,2324.0
FDV35,OUT019,536.0
FDF58,OUT017,1124.0
NCE43,OUT049,2740.0
FDA02,OUT035,2452.0
DRL37,OUT010,-1136.0
FDR24,OUT018,1264.0
FDW59,OUT049,1452.0
FDS22,OUT049,892.0
FDW24,OUT017,916.0
FDU24,OUT035,1696.0
FDA21,OUT027,4432.0
FDH58,OUT027,3352.0
FDW36,OUT018,1424.0
FDI45,OUT027,4200.0
FDU01,OUT018,2752.0
FDF35,OUT027,3200.0
FDU43,OUT019,1880.0
FDE24,OUT019,360.0
FDK50,OUT049,2692.0
FDG31,OUT045,952.0
FDC60,OUT045,1384.0
FDL36,OUT013,1512.0
FDP21,OUT013,3088.0
FDW16,OUT045,1408.0
FDX02,OUT017,3652.0
FDQ58,OUT027,3944.0
FDT51,OUT046,1820.0
FDD59,OUT049,1428.0
NCM42,OUT018,1480.0
FDA57,OUT018,448.0
FDZ48,OUT035,1928.0
FDE46,OUT045,2344.0
NCZ30,OUT019,0.0
FDB56,OUT017,3124.0
FDA25,OUT027,3176.0
FDD20,OUT013,2072.0
FDL25,OUT013,1576.0
NCO18,OUT049,2876.0
FDJ45,OUT017,692.0
FDR12,OUT035,2864.0
NCF19,OUT010,-1124.0
FDK25,OUT046,2668.0
NCR17,OUT046,1820.0
FDC52,OUT046,2468.0
NCA54,OUT017,2948.0
FDR45,OUT010,1912.0
NCM19,OUT049,1908.0
FDF39,OUT027,5656.0
FDX23,OUT049,1652.0
FDD58,OUT027,3048.0
FDX28,OUT013,1696.0
NCD31,OUT013,2616.0
FDU57,OUT018,2176.0
FDI27,OUT046,812.0
NCM42,OUT046,1716.0
FDD32,OUT027,2808.0
FDI34,OUT013,3704.0
NCM29,OUT049,2148.0
